,sentence,sentence_with_entity,subject_entity,object_entity,설아,보림,재윤,치영,동진
148,"또, 오리너구리의 둥글넓적한 꼬리는 낙타의 혹처럼 지방을 비축하는 데 쓰이는데, 이는 태즈메이니아데빌과 같은 여타 포유류에게서도 찾아볼 수 있는 특징이다.","또, <sbj:오리너구리>의 둥글넓적한 <obj:꼬리>는 낙타의 혹처럼 지방을 비축하는 데 쓰이는데, 이는 태즈메이니아데빌과 같은 여타 포유류에게서도 찾아볼 수 있는 특징이다.","{'start': 3, 'end': 7, 'text': '오리너구리', 'type': 'anm'}","{'start': 16, 'end': 17, 'text': '꼬리', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
149,"오리너구리 발의 물갈퀴는 앞발에 달린 것이 더 넓고 뚜렷하게 발달되어 있는데, 물 속에서는 헤엄을 잘 치게 해 주고 뭍으로 올라올 때는 지표면을 걷기에 알맞게 접힌다.","<sbj:오리너구리> 발의 <obj:물갈퀴>는 앞발에 달린 것이 더 넓고 뚜렷하게 발달되어 있는데, 물 속에서는 헤엄을 잘 치게 해 주고 뭍으로 올라올 때는 지표면을 걷기에 알맞게 접힌다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 9, 'end': 11, 'text': '물갈퀴', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
150,"오리너구리는 넓적하게 비죽 튀어나와 있는 주둥이와 그보다 면적이 작은 아래턱은 오리 부리를 닮았으나, 새 부리처럼 딱딱하지 않고 연한 피부와 거죽으로 되어 있어서 촉감이 물렁물렁하다.","<sbj:오리너구리>는 넓적하게 비죽 튀어나와 있는 <obj:주둥이>와 그보다 면적이 작은 아래턱은 오리 부리를 닮았으나, 새 부리처럼 딱딱하지 않고 연한 피부와 거죽으로 되어 있어서 촉감이 물렁물렁하다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 23, 'end': 25, 'text': '주둥이', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
151,"오리너구리는 주둥이 끄트머리에 두 콧구멍이 있고, 눈과 귀는 홈이 패인 듯 움푹 들어가 있다.","<sbj:오리너구리>는 주둥이 끄트머리에 두 <obj:콧구멍>이 있고, 눈과 귀는 홈이 패인 듯 움푹 들어가 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 19, 'end': 21, 'text': '콧구멍', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
152,"그런 구조로 되어 있기 때문에, 오리너구리가 헤엄을 칠 때는 물이 새지 않도록 이 부분을 쉽게 여닫을 수 있다.","그런 구조로 되어 있기 때문에, <sbj:오리너구리>가 <obj:헤엄>을 칠 때는 물이 새지 않도록 이 부분을 쉽게 여닫을 수 있다.","{'start': 18, 'end': 22, 'text': '오리너구리', 'type': 'anm'}","{'start': 25, 'end': 26, 'text': '헤엄', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
153,"오리너구리는 기분이 언짢을 때 낮고 떨리는 울음소리를 내며, 오리너구리를 사육하는 시설에서는 개체들끼리 여러 가지 음성 신호를 통해서 의사소통을 하는 듯한 행동이 목격된 바가 있다.","<sbj:오리너구리>는 기분이 언짢을 때 낮고 떨리는 <obj:울음소리>를 내며, 오리너구리를 사육하는 시설에서는 개체들끼리 여러 가지 음성 신호를 통해서 의사소통을 하는 듯한 행동이 목격된 바가 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 24, 'end': 27, 'text': '울음소리', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
154,"오리너구리 몸무게의 범위는 0.7-2.4kg로, 수컷이 암컷보다 더 크다.","<sbj:오리너구리> 몸무게의 범위는 <obj:0.7-2.4kg>로, 수컷이 암컷보다 더 크다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 15, 'end': 23, 'text': '0.7-2.4kg', 'type': 'noh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
155,오리너구리 수컷은 평균 50cm에 달하는 데 반하여 암컷은 그보다 살짝 작은 평균 43cm에 이른다.,오리너구리 <sbj:수컷>은 평균 <obj:50cm>에 달하는 데 반하여 암컷은 그보다 살짝 작은 평균 43cm에 이른다.,"{'start': 6, 'end': 7, 'text': '수컷', 'type': 'anm'}","{'start': 13, 'end': 16, 'text': '50cm', 'type': 'noh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
156,오리너구리 수컷은 평균 50cm에 달하는 데 반하여 암컷은 그보다 살짝 작은 평균 43cm에 이른다.,오리너구리 수컷은 평균 50cm에 달하는 데 반하여 <sbj:암컷>은 그보다 살짝 작은 평균 <obj:43cm>에 이른다.,"{'start': 29, 'end': 30, 'text': '암컷', 'type': 'anm'}","{'start': 46, 'end': 49, 'text': '43cm', 'type': 'noh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
157,"오리너구리는 지역마다 조금씩 덩치에 차이가 나는데, 이는 기후와는 뾰족한 상관관계가 없으며 인간 거주지역이 들어서거나 포식자의 개체 수와 같은 환경적인 요인이 더 클 것으로 보인다.","<sbj:오리너구리>는 지역마다 조금씩 덩치에 차이가 나는데, 이는 <obj:기후>와는 뾰족한 상관관계가 없으며 인간 거주지역이 들어서거나 포식자의 개체 수와 같은 환경적인 요인이 더 클 것으로 보인다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 32, 'end': 33, 'text': '기후', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
158,"오리너구리의 이 낮은 체온에 대해서는 단공류 본연의 특질이라 하기보다는, 단공류의 극도로 적은 가짓수 등의 요인을 고려할 때 환경에 적응하기 위한 점진적인 진화로 인하여 이루어졌다는 주장에 더 신빙성이 있다.","<sbj:오리너구리>의 이 낮은 <obj:체온>에 대해서는 단공류 본연의 특질이라 하기보다는, 단공류의 극도로 적은 가짓수 등의 요인을 고려할 때 환경에 적응하기 위한 점진적인 진화로 인하여 이루어졌다는 주장에 더 신빙성이 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 12, 'end': 13, 'text': '체온', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
159,"한편, 새끼 오리너구리는 위턱에 소구치 1개와 어금니 2개, 아래턱에 어금니 3개, 도합 치아 6개가 관찰된다.","한편, 새끼 <sbj:오리너구리>는 위턱에 소구치 1개와 어금니 2개, 아래턱에 어금니 3개, 도합 <obj:치아> 6개가 관찰된다.","{'start': 7, 'end': 11, 'text': '오리너구리', 'type': 'anm'}","{'start': 50, 'end': 51, 'text': '치아', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
160,"오리너구리의 이빨은 보통 독립하기 전에 빠지며, 대신 케라틴으로 이루어진 판이 올라온다.","<sbj:오리너구리>의 <obj:이빨>은 보통 독립하기 전에 빠지며, 대신 케라틴으로 이루어진 판이 올라온다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 8, 'text': '이빨', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
161,"오리너구리의 판은 먹이를 붙잡거나 으깨는 데 사용하며, 치아의 역할을 대신한다.","<sbj:오리너구리>의 <obj:판>은 먹이를 붙잡거나 으깨는 데 사용하며, 치아의 역할을 대신한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 7, 'text': '판', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
162,"암수가 모두 날카로운 며느리발톱을 가지고 태어나지만, 발목 뒤쪽의 독샘을 통해 독성 물질을 사용할 수 있는 것은 수컷뿐이다.","<sbj:암수>가 모두 날카로운 <obj:며느리발톱>을 가지고 태어나지만, 발목 뒤쪽의 독샘을 통해 독성 물질을 사용할 수 있는 것은 수컷뿐이다.","{'start': 0, 'end': 1, 'text': '암수', 'type': 'anm'}","{'start': 12, 'end': 16, 'text': '며느리발톱', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
163,개와 같은 비교적 작은 동물들에게는 치명적이지만 사람에게는 그 정도로 효과가 강하지는 않다.,<obj:개>와 같은 비교적 <sbj:작은 동물들>에게는 치명적이지만 사람에게는 그 정도로 효과가 강하지는 않다.,"{'start': 10, 'end': 15, 'text': '작은 동물들', 'type': 'org'}","{'start': 0, 'end': 0, 'text': '개', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
164,오리너구리 독에 쏘인 사례들 가운데서 상당수가 고통이 악화되어 심하게는 두세 달 동안까지 가는 통각과민을 앓는다고 한다.,<sbj:오리너구리> <obj:독>에 쏘인 사례들 가운데서 상당수가 고통이 악화되어 심하게는 두세 달 동안까지 가는 통각과민을 앓는다고 한다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 6, 'end': 6, 'text': '독', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
165,"오리너구리 다리에 있는 독샘은 콩팥처럼 꽈리샘 형태를 띠고 있으며, 며느리발톱이 달린 발꿈치뼈까지 독을 전달하는 가느다란 독관이 있다.","<sbj:오리너구리> 다리에 있는 <obj:독샘>은 콩팥처럼 꽈리샘 형태를 띠고 있으며, 며느리발톱이 달린 발꿈치뼈까지 독을 전달하는 가느다란 독관이 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 13, 'end': 14, 'text': '독샘', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
166,암컷 오리너구리는 수컷만큼 다리 부분의 내분비선이 발달하지 않아 며느리발톱은 있으나 유독물질을 사용할 수 없다.,<sbj:암컷 오리너구리>는 수컷만큼 다리 부분의 내분비선이 발달하지 않아 며느리발톱은 있으나 <obj:유독물질>을 사용할 수 없다.,"{'start': 0, 'end': 7, 'text': '암컷 오리너구리', 'type': 'anm'}","{'start': 47, 'end': 50, 'text': '유독물질', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
167,오리너구리가 가진 독은 포유류가 아닌 다른 생물들이 사용하는 독과는 듣는 방식과 원리가 다른 것으로 보인다.,오리너구리가 가진 <obj:독>은 <sbj:포유류>가 아닌 다른 생물들이 사용하는 독과는 듣는 방식과 원리가 다른 것으로 보인다.,"{'start': 13, 'end': 15, 'text': '포유류', 'type': 'anm'}","{'start': 10, 'end': 10, 'text': '독', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
168,"이미 멸종한 포유동물 가운데서는 이와 같은 구조를 지닌 며느리발톱을 가지고 있는 포유류들이 적지 않은데, 이것은 이 구조가 비단 단공류에게만 국한되어 있는 특징이 아니라 많은 선대 포유류들의 특징 중 하나였을 가능성을 시사해 주고 있다.","이미 멸종한 포유동물 가운데서는 이와 같은 구조를 지닌 <obj:며느리발톱>을 가지고 있는 <sbj:포유류>들이 적지 않은데, 이것은 이 구조가 비단 단공류에게만 국한되어 있는 특징이 아니라 많은 선대 포유류들의 특징 중 하나였을 가능성을 시사해 주고 있다.","{'start': 45, 'end': 47, 'text': '포유류', 'type': 'anm'}","{'start': 31, 'end': 35, 'text': '며느리발톱', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
169,"오리너구리의 전기수용기는 부리에 집중되어 있으며, 전체적으로 균일하게 분포하고 있는 기계수용기에 비해 부리 가에만 편재되어 분포하고 있다.","<sbj:오리너구리>의 <obj:전기수용기>는 부리에 집중되어 있으며, 전체적으로 균일하게 분포하고 있는 기계수용기에 비해 부리 가에만 편재되어 분포하고 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 11, 'text': '전기수용기', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
170,"전기수용을 담당하는 오리너구리의 대뇌피질은 촉각을 수용하는 대뇌피질에 포함되어 있고, 몇몇 피질 세포는 두 가지 모두 받아들이기도 한다.","전기수용을 담당하는 <sbj:오리너구리>의 <obj:대뇌피질>은 촉각을 수용하는 대뇌피질에 포함되어 있고, 몇몇 피질 세포는 두 가지 모두 받아들이기도 한다.","{'start': 11, 'end': 15, 'text': '오리너구리', 'type': 'anm'}","{'start': 18, 'end': 21, 'text': '대뇌피질', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
171,"오리너구리 부리로 느낄 수 있는 두 가지 감각은, 마치 펜필드의 호문쿨루스에서 사람의 손이 차지하는 감각만큼이나 커다란 비중을 차지한다.","<sbj:오리너구리> <obj:부리>로 느낄 수 있는 두 가지 감각은, 마치 펜필드의 호문쿨루스에서 사람의 손이 차지하는 감각만큼이나 커다란 비중을 차지한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 6, 'end': 7, 'text': '부리', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:physical
172,"귀상어가 그러듯이 오리너구리는 먹이를 찾을 때 부리를 좌우로 흔드는 동작을 취하는데, 전술한 요인이 그 습성의 유력한 원인이라고 할 수 있다.","<sbj:귀상어>가 그러듯이 <obj:오리너구리>는 먹이를 찾을 때 부리를 좌우로 흔드는 동작을 취하는데, 전술한 요인이 그 습성의 유력한 원인이라고 할 수 있다.","{'start': 0, 'end': 2, 'text': '귀상어', 'type': 'anm'}","{'start': 10, 'end': 14, 'text': '오리너구리', 'type': 'anm'}",no_relation,no_relation,no_relation,no_relation,no_relation
173,물속에서 먹이 사냥을 하는 도중에는 시각도 후각도 뾰족히 쓸모가 없기 때문에 오리너구리가 사냥에 들어가면 자맥질할 때마다 물이 새어들어가지 않도록 차단하기 위해 눈과 콧구멍을 닫는다.,물속에서 먹이 사냥을 하는 도중에는 시각도 후각도 뾰족히 쓸모가 없기 때문에 <sbj:오리너구리>가 사냥에 들어가면 <obj:자맥질>할 때마다 물이 새어들어가지 않도록 차단하기 위해 눈과 콧구멍을 닫는다.,"{'start': 43, 'end': 47, 'text': '오리너구리', 'type': 'anm'}","{'start': 59, 'end': 61, 'text': '자맥질', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,anm:habit
174,"전기수용 능력에 대한 어떤 실험 결과에 따르면 오리너구리는 미세한 전류가 흐르는, 사람 손으로 만든 가짜 새우에도 반응했다.","전기수용 능력에 대한 어떤 실험 결과에 따르면 <sbj:오리너구리>는 미세한 전류가 흐르는, 사람 손으로 만든 <obj:가짜 새우>에도 반응했다.","{'start': 26, 'end': 30, 'text': '오리너구리', 'type': 'anm'}","{'start': 56, 'end': 60, 'text': '가짜 새우', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,no_relation
175,"오브두로돈(""Obdurodon"")이라는 멸종된 단공류 역시 전기수용 감각을 이용해 먹이를 잡았으나, 이 종은 현생 오리너구리와는 달리 하천이 아닌 바다에서 살았다는 차이가 있다.","<sbj:오브두로돈>(""Obdurodon"")이라는 멸종된 단공류 역시 전기수용 감각을 이용해 먹이를 잡았으나, 이 종은 현생 오리너구리와는 달리 하천이 아닌 <obj:바다>에서 살았다는 차이가 있다.","{'start': 0, 'end': 4, 'text': '오브두로돈', 'type': 'anm'}","{'start': 82, 'end': 83, 'text': '바다', 'type': 'loc'}",anm:habitat,anm:habitat,anm:habitat,anm:habitat,anm:habitat
176,"연구 결과에 따르면, 오리너구리의 눈은 대부분의 포유류보다는 어류인 칠성장어나 먹장어, 그 중에서도 태평양먹장어(""Eptatretus stoutii"")와 구조가 비슷하다.","연구 결과에 따르면, 오리너구리의 눈은 대부분의 포유류보다는 어류인 칠성장어나 <sbj:먹장어>, 그 중에서도 <obj:태평양먹장어>(""Eptatretus stoutii"")와 구조가 비슷하다.","{'start': 44, 'end': 46, 'text': '먹장어', 'type': 'org'}","{'start': 56, 'end': 61, 'text': '태평양먹장어', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,org:sub_group
